,Year,DayType_i,Hour,Air Temperature (degC),Energy Demand (kWh),Irradiance (W/m2),DUoS export (GBP/kWh),DUoS import (GBP/kWh),Wholesale (GBP/kWh),Misc (GBP/kWh),Export Price (GBP/kWh),Import Price (GBP/kWh),DRH (GBP/MW/hr),DRL (GBP/MW/hr),PV Energy Output (kWh),Grid Import (kWh),Grid Export (kWh),Battery Charging (kWh),Battery Discharging (kWh),Battery SOC,Battery Energy level (kWh)
6491,11,7,11,12.596136363636363,112.72401195507577,622.0012727272727,0.009232839917731916,0.010312542336896983,0.07883106488252808,0.1653865550985818,0.08806390480026,0.25453016231800685,-2.014545454545454,9.07,192.6489119042963,0.0,79.92489994922055,0.0,0.0,0.6715099029940537,221.07719396748897
6492,11,7,12,13.137154545454546,111.8713541321894,614.8390727272728,0.009232839917731916,0.010312542336896983,0.06932599840067839,0.1653865550985818,0.0785588383184103,0.24502509583615717,-2.014545454545454,9.07,190.18924462466708,0.0,9.09037289913428,69.2275175933434,0.0,0.8653727585136688,284.90150381267193
6493,11,7,13,13.393736363636362,104.64800180187122,569.1524636363637,0.009232839917731916,0.010312542336896983,0.06660912748140917,0.1653865550985818,0.07584196739914108,0.24230822491688794,-2.014545454545454,9.07,176.62725217737778,0.0,71.97925037550657,0.0,0.0,0.8653727585136688,284.90150381267193
6494,11,7,14,13.377300000000002,104.47703596395633,487.95773636363634,0.009232839917731916,0.010312542336896983,0.0690824489069383,0.1653865550985818,0.07831528882467022,0.24478154634241708,-2.014545454545454,9.07,152.55179326368716,0.0,0.0,48.074757299730834,0.0,0.9999999999999998,329.22402630515876
6495,11,7,15,13.104936363636364,97.60225370053789,379.94463636363633,0.009232839917731916,0.010312542336896983,0.0832083195438618,0.1653865550985818,0.09244115946159372,0.2589074169793406,-4.247272727272727,9.998636363636365,120.04997844078093,0.0,22.447724740243046,0.0,0.0,0.9999999999999998,329.22402630515876
6496,11,7,16,12.523836363636365,94.7650260232482,253.4565181818182,0.07949655119570494,0.09425248425762751,0.10274005987017627,0.1653865550985818,0.1822366110658812,0.36237909922638556,-4.247272727272727,9.998636363636365,81.14633622121507,0.0,0.0,0.0,13.618689802033131,0.9551320282915818,314.4524120071674
6497,11,7,17,11.43828181818182,95.17308876214942,126.46600909090908,0.07949655119570494,0.09425248425762751,0.12006392781046031,0.1653865550985818,0.19956047900616525,0.3797029671666696,-4.247272727272727,9.998636363636365,41.091128751569876,0.0,0.0,0.0,54.08196001057954,0.7769542529722393,255.79200741843752
6498,11,7,18,9.545745454545456,98.32438221810608,29.337936363636366,0.07949655119570494,0.09425248425762751,0.1233269601284981,0.1653865550985818,0.20282351132420304,0.38296599948470744,-4.247272727272727,9.998636363636365,9.673438496887714,19.42342612787496,0.0,0.0,69.2275175933434,0.5488781057089073,180.70385991223503
6499,11,7,19,8.154627272727273,93.88959266106818,0.3525545454545454,0.009232839917731916,0.010312542336896983,0.11679890462462618,0.1653865550985818,0.1260317445423581,0.29249800206010496,-2.563181818181818,6.627272727272728,0.11707131187038985,48.583834123929144,0.0,0.0,45.188687225268644,0.3999999999999999,131.6896105220635
6500,11,7,20,7.456336363636364,82.06459145484042,0.0,0.009232839917731916,0.010312542336896983,0.0996017886007028,0.1653865550985818,0.10883462851843471,0.2753008860361816,-2.563181818181818,6.627272727272728,0.0,82.06459145484042,0.0,0.0,0.0,0.3999999999999999,131.6896105220635
