Objective Value (GBP),Capital Cost (GBP),PV Capital Cost (GBP),Battery Capital Cost (GBP),Operating Cost (GBP),Maintenance Cost (GBP),PV Type,Number of PV modules,PV capacity (kW),Battery Type,Battery capacity (kWh),Battery power output (kW)
1445571.0187478382,346309.95897856745,237272.6083896,109037.35058896744,989657.9595794997,101545.28943729671,['m-Si'],735.0,345.77928,['LFP'],466.1249133585708,83.07302111201209
