DayType_i,Hour,Air Temperature (degC),Energy Demand (kWh),Irradiance (W/m2),DUoS export (GBP/kWh),DUoS import (GBP/kWh),Wholesale (GBP/kWh),Misc (GBP/kWh),Export Price (GBP/kWh),Import Price (GBP/kWh),DRH (GBP/MW/hr),DRL (GBP/MW/hr)
7,8,5.110981818181818,105.27843096706061,189.44804545454545,0.006669999999999999,0.007449999999999999,0.0692181818181818,0.16,0.0758881818181818,0.2366681818181818,-2.1913636363636364,7.6863636363636365
7,9,6.353172727272727,106.20587075141397,300.6487272727273,0.006669999999999999,0.007449999999999999,0.060614999999999995,0.16,0.06728499999999998,0.228065,-2.1913636363636364,7.6863636363636365
7,10,7.471954545454546,107.30992362351664,400.18882727272734,0.006669999999999999,0.007449999999999999,0.055593181818181805,0.16,0.06226318181818181,0.22304318181818183,-2.1913636363636364,7.6863636363636365
7,11,8.352872727272727,112.72401195507577,470.95870909090905,0.006669999999999999,0.007449999999999999,0.053994999999999994,0.16,0.06066499999999999,0.221445,-2.0145454545454546,9.07
7,12,9.026572727272727,111.8713541321894,509.2140727272727,0.006669999999999999,0.007449999999999999,0.04748454545454545,0.16,0.05415454545454543,0.21493454545454546,-2.0145454545454546,9.07
7,13,9.464818181818181,104.64800180187122,509.7838181818182,0.006669999999999999,0.007449999999999999,0.04562363636363635,0.16,0.052293636363636355,0.21307363636363635,-2.0145454545454546,9.07
7,14,9.6752,104.47703596395633,477.2233545454546,0.006669999999999999,0.007449999999999999,0.047317727272727254,0.16,0.05398772727272725,0.21476772727272725,-2.0145454545454546,9.07
7,15,9.663490909090909,97.60225370053787,416.78759090909085,0.006669999999999999,0.007449999999999999,0.056993181818181804,0.16,0.0636631818181818,0.2244431818181818,-4.247272727272727,9.998636363636363
7,16,9.447209090909091,94.76502602324821,331.3525818181818,0.05743,0.06809,0.07037136363636363,0.16,0.12780136363636363,0.29846136363636366,-4.247272727272727,9.998636363636363
7,17,9.013145454545453,95.17308876214942,236.26812727272727,0.05743,0.06809,0.08223727272727271,0.16,0.13966727272727272,0.31032727272727273,-4.247272727272727,9.998636363636363
7,18,8.274472727272727,98.32438221810607,135.06154545454544,0.05743,0.06809,0.08447227272727272,0.16,0.1419022727272727,0.3125622727272727,-4.247272727272727,9.998636363636363
7,19,7.052354545454546,93.88959266106818,49.083372727272724,0.006669999999999999,0.007449999999999999,0.08000090909090908,0.16,0.08667090909090903,0.24745090909090905,-2.563181818181818,6.627272727272728
7,20,5.756518181818182,82.06459145484042,4.756154545454546,0.006669999999999999,0.007449999999999999,0.06822181818181818,0.16,0.07489181818181816,0.23567181818181818,-2.563181818181818,6.627272727272728
7,21,5.059990909090909,62.61841827255526,0.0,0.00032,0.00035,0.054790454545454545,0.16,0.05511045454545454,0.21514045454545452,-2.563181818181818,6.627272727272728
7,22,4.607745454545455,59.983142901598484,0.0,0.00032,0.00035,0.04992090909090907,0.16,0.050240909090909086,0.2102709090909091,-2.563181818181818,6.627272727272728
7,23,4.237881818181818,65.28020203435607,0.0,0.00032,0.00035,0.043178636363636363,0.16,0.043498636363636364,0.20352863636363636,-0.6595454545454547,7.331818181818182
8,0,3.3459250000000003,67.98597290372916,0.0,0.00032,0.00035,0.03918375,0.16,0.039503750000000004,0.19953375,-0.18500000000000008,5.72375
8,1,3.0448000000000004,63.79658425614205,0.0,0.00032,0.00035,0.03714625,0.16,0.03746625,0.19749624999999998,-0.18500000000000008,5.72375
